Timestamp,Voltage (V),Current (A),Power (kW),Power Factor,Temperature (°C),Light Intensity (%),Time of Day,Day Type,System Load (%),Weather Condition,Past Fault
2015-01-02 01:18:35,234.96714153011231,7.453942447208348,1.7514315499505158,0.9430867849414407,24.440599409765397,86.37804369378767,1.3,Weekday,75.58082584400276,Windy,0
2015-01-02 18:50:27,240.10515284806527,0.6955526958101232,0.1670057863413735,0.9209560932988242,27.374150964109262,68.57239668491717,18.83,Weekday,51.518343245057906,Stormy,0
2015-01-03 12:32:17,212.75082167486968,6.312602499862605,1.3430113687526057,0.9218856235379513,27.859769679118827,65.15186325761655,12.53,Weekend,55.933123965851856,Rainy,0
2015-01-04 13:17:14,208.60379343923762,2.3969009305044175,0.5000026266012599,1.0,31.971165109398004,82.4443833044536,13.28,Weekend,59.69128675815094,Windy,0
2015-01-05 04:48:04,223.99361310081196,7.00021375186549,1.568003170758342,0.9354153125103362,24.89223902662201,76.76489227204958,4.8,Weekday,59.327023923150264,Cloudy,0
2015-01-05 05:55:48,229.94472137679873,2.9584098252001607,0.6802707229740348,0.8867440443038679,35.459961321788356,100.0,5.92,Weekday,93.87279448564635,Cloudy,0
2015-01-07 18:00:07,237.3846657999541,1.3406787694932352,0.3182565816412453,0.9585684140594984,24.954573285674464,48.33411572926225,18.0,Weekday,85.47400833667363,Rainy,0
2015-01-08 03:39:33,224.6185833833704,3.1688778420301174,0.7117888517917568,0.8934723847659216,30.67214441314011,91.64245589426079,3.65,Weekday,87.75496919186715,Windy,0
2015-01-08 10:59:15,221.60782476777362,8.699482545818139,1.9278734035839713,0.9345393812074392,22.459233552262585,100.0,10.98,Weekday,66.4453575745869,Stormy,0
2015-01-08 23:03:37,225.896166913137,7.431258694211609,1.678692854362326,0.9917397709615213,31.482806921644855,59.24340246969036,23.05,Weekday,68.48392509943629,Stormy,0
2015-01-10 02:02:04,233.61395605508415,7.824188209568329,1.8278395605568032,1.0,46.86148126813336,61.59218389865248,2.03,Weekend,62.02723219969597,Windy,1
2015-01-10 17:17:27,229.39135912525254,0.7985772640239754,0.18318672396098537,0.8790624770704298,35.212458086697104,98.07064981251685,17.28,Weekend,70.380006621243,Sunny,0
2015-01-11 12:13:16,244.77894044741515,2.6735825721704134,0.6544367092145487,0.9240864890863176,28.939192891441866,71.46262411920554,12.22,Weekend,80.0289666304961,Sunny,0
2015-01-12 04:07:22,241.58186652932028,8.134884730541588,1.9652406372051034,1.0,30.877766469774162,73.81422907110844,4.12,Weekday,83.4625100554795,Cloudy,0
2015-01-14 09:25:56,226.0789184686784,8.271140276263685,1.8699304481604198,0.876824252593394,16.72411976218265,86.91035887777532,9.42,Weekday,62.08967096839413,Rainy,0
2015-01-14 15:37:59,227.10863143530057,9.457642187168933,2.147912173732699,0.9607469415047377,19.888425334021324,61.138863830654756,15.62,Weekday,98.07917477318587,Cloudy,1
2015-01-16 08:48:44,210.8122878470096,3.205984696585942,0.6758609686897834,0.9486743062275391,30.511738412748333,71.34781438903974,8.8,Weekday,56.81635395127044,Rainy,0
2015-01-16 22:33:33,230.03937304431403,9.128525916683211,2.0999203786925777,0.92126453961933,27.892508898300584,86.79641928373287,22.55,Weekday,69.85239700110854,Rainy,0
2015-01-16 23:02:38,241.4282281451502,2.7575566679277967,0.6657520203476524,0.9875966516343386,25.99086078325153,100.0,23.03,Weekday,98.10410611756376,Rainy,1
2015-01-17 15:01:59,243.92325753491903,1.357752815516879,0.3311874896880851,0.9253283758898336,34.615813041709764,100.0,15.02,Weekend,87.47178831270759,Rainy,0
2015-01-18 00:19:13,214.49336568933867,6.629141508889774,1.4219068738726686,0.9534281487403014,32.68168016191033,61.70618137477445,0.32,Weekend,82.41096431923471,Stormy,0
